,Location,Price,Mileage,Published_Year,Model,Brand,Year,Price_Log
1396,Gampaha,4.6,35000,2023,Honda,Dio,2017,1.7227665977411035
1398,Gampaha,4.4,38000,2023,Honda,Dio,2017,1.6863989535702288
1399,Kegalle,5.5,24000,2023,Honda,Dio,2019,1.8718021769015913
1401,Nugegoda,3.4,43000,2023,Honda,Dio,2014,1.4816045409242156
1402,Galle,4.15,24815,2023,Honda,Dio,2017,1.6389967146756448
1404,Ja-Ela,3.55,110,2023,Honda,Dio,2014,1.5151272329628591
1407,Ratnapura,4.7,41000,2023,Honda,Dio,2018,1.7404661748405046
1410,Colombo,6.2,14257,2023,Honda,Dio,2020,1.9740810260220096
1411,Bandarawela,4.6,27000,2023,Honda,Dio,2017,1.7227665977411035
1413,Kandy,4.95,28000,2023,Honda,Dio,2018,1.7833912195575383
1414,Divulapitiya,3.95,50000,2023,Honda,Dio,2016,1.599387576580599
1415,Chilaw,4.83,25000,2023,Honda,Dio,2017,1.763017000362401
1418,Batticaloa,5.85,22300,2023,Honda,Dio,2019,1.9242486522741338
1425,Matugama,5.75,19100,2023,Honda,Dio,2020,1.9095425048844386
1427,Gampaha,4.95,16000,2023,Honda,Dio,2018,1.7833912195575383
1428,Anuradapura,3.85,46000,2023,Honda,Dio,2015,1.5789787049493917
1429,Kaduwela,5.5,40000,2023,Honda,Dio,2019,1.8718021769015913
1432,Ratnapura,4.1,32400,2023,Honda,Dio,2016,1.62924053973028
1434,Balangoda,4.95,21000,2023,Honda,Dio,2018,1.7833912195575383
1435,Ja-Ela,5.5,25000,2023,Honda,Dio,2019,1.8718021769015913
1438,Gampaha,5.05,31000,2023,Honda,Dio,2018,1.80005827204275
1439,Gampaha,5.05,29000,2023,Honda,Dio,2018,1.80005827204275
1440,Matara,3.85,52000,2023,Honda,Dio,2015,1.5789787049493917
1445,Matara,5.1,1234,2023,Honda,Dio,2018,1.8082887711792655
1446,Kurunegala,5.35,44680,2023,Honda,Dio,2018,1.8484548129046001
1447,Wennappuwa,4.0,27500,2023,Honda,Dio,2016,1.6094379124341003
1448,Gampaha,4.25,40000,2023,Honda,Dio,2016,1.6582280766035324
1449,Colombo,3.95,20000,2023,Honda,Dio,2016,1.599387576580599
1452,Horana,4.1,41000,2023,Honda,Dio,2016,1.62924053973028
1455,Kurunegala,4.8,50000,2023,Honda,Dio,2018,1.7578579175523736
1457,Kandy,1.9,45000,2023,Honda,Dio,2010,1.0647107369924282
1458,Colombo,1.95,45000,2023,Honda,Dio,2011,1.0818051703517284
1459,Colombo,4.2,48000,2023,Honda,Dio,2017,1.6486586255873816
1460,Kottawa,4.95,32000,2023,Honda,Dio,2018,1.7833912195575383
1462,Colombo,4.45,25000,2023,Honda,Dio,2017,1.6956156086751528
1463,Colombo,4.1,24000,2023,Honda,Dio,2015,1.62924053973028
1465,Colombo,4.1,25000,2023,Honda,Dio,2015,1.62924053973028
1466,Kiribathgoda,5.0,26000,2023,Honda,Dio,2017,1.791759469228055
1468,Kaduwela,5.75,18000,2023,Honda,Dio,2020,1.9095425048844386
1470,Kaduwela,4.25,26000,2023,Honda,Dio,2015,1.6582280766035324
1471,Kaduwela,4.6,21000,2023,Honda,Dio,2017,1.7227665977411035
1476,Gampaha,5.05,32000,2023,Honda,Dio,2018,1.80005827204275
1477,Gampaha,4.95,35000,2023,Honda,Dio,2018,1.7833912195575383
1478,Gampaha,4.95,46000,2023,Honda,Dio,2015,1.7833912195575383
1479,Gampaha,5.05,30000,2023,Honda,Dio,2018,1.80005827204275
1480,Gampaha,5.05,31132,2023,Honda,Dio,2018,1.80005827204275
1482,Mawanella,4.1,62322,2023,Honda,Dio,2016,1.62924053973028
1484,Wattala,4.7,10000,2023,Honda,Dio,2016,1.7404661748405046
1487,Maharagama,3.55,41000,2023,Honda,Dio,2014,1.5151272329628591
1489,Gampaha,5.55,24000,2023,Honda,Dio,2018,1.8794650496471605
1495,Piliyandala,4.5,15500,2023,Honda,Dio,2017,1.7047480922384253
1496,Nuwara-Eliya,5.2,24800,2023,Honda,Dio,2018,1.824549292051046
1497,Colombo,4.1,24000,2023,Honda,Dio,2015,1.62924053973028
1499,Malabe,4.1,29000,2023,Honda,Dio,2017,1.62924053973028
1501,Colombo,4.4,24000,2023,Honda,Dio,2017,1.6863989535702288
1502,Kandy,1.8,11111,2023,Honda,Dio,2011,1.0296194171811581
1506,Piliyandala,3.35,32000,2023,Honda,Dio,2013,1.4701758451005926
1507,Gampaha,4.25,47142,2023,Honda,Dio,2016,1.6582280766035324
1508,Gampaha,3.95,46000,2023,Honda,Dio,2015,1.599387576580599
1509,Gampaha,3.95,46700,2023,Honda,Dio,2015,1.599387576580599
1510,Kaduwela,5.5,44000,2023,Honda,Dio,2019,1.8718021769015913
1511,Kurunegala,5.5,45000,2023,Honda,Dio,2019,1.8718021769015913
1515,Anuradapura,4.4,68200,2023,Honda,Dio,2017,1.6863989535702288
1517,Embilipitiya,3.6,44000,2023,Honda,Dio,2014,1.5260563034950492
1518,Gampaha,4.9,43000,2023,Honda,Dio,2017,1.7749523509116738
1521,Gampaha,4.1,40000,2023,Honda,Dio,2016,1.62924053973028
1522,Gampaha,5.55,24000,2023,Honda,Dio,2019,1.8794650496471605
1523,Gampaha,4.0,45000,2023,Honda,Dio,2015,1.6094379124341003
1524,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1525,Gampaha,4.2,40000,2023,Honda,Dio,2016,1.6486586255873816
1526,Gampaha,4.25,47142,2023,Honda,Dio,2016,1.6582280766035324
1527,Gampaha,3.95,46000,2023,Honda,Dio,2015,1.599387576580599
1532,Balangoda,4.35,30800,2023,Honda,Dio,2017,1.6770965609079151
1533,Anuradapura,3.85,42356,2023,Honda,Dio,2014,1.5789787049493917
1537,Gampaha,5.6,29000,2023,Honda,Dio,2020,1.8870696490323797
1539,Matara,3.35,71300,2023,Honda,Dio,2014,1.4701758451005926
1545,Malabe,5.5,23582,2023,Honda,Dio,2018,1.8718021769015913
1546,Malabe,4.0,34582,2023,Honda,Dio,2016,1.6094379124341003
1548,Gampaha,4.1,48000,2023,Honda,Dio,2015,1.62924053973028
1549,Gampaha,4.2,40200,2023,Honda,Dio,2016,1.6486586255873816
1550,Matara,4.88,27000,2023,Honda,Dio,2016,1.7715567619105355
1551,Chilaw,5.28,22000,2023,Honda,Dio,2019,1.8373699804801074
1552,Balangoda,3.75,30200,2023,Honda,Dio,2015,1.55814461804655
1553,Polonnaruwa,1.7,54000,2023,Honda,Dio,2011,0.9932517730102833
1557,Ja-Ela,5.1,30452,2023,Honda,Dio,2018,1.8082887711792655
1562,Pannipitiya,5.3,59000,2023,Honda,Dio,2018,1.840549633397487
1563,Gampaha,4.3,35000,2023,Honda,Dio,2017,1.667706820558076
1564,Kandy,4.95,28000,2023,Honda,Dio,2018,1.7833912195575383
1565,Chilaw,4.73,24000,2023,Honda,Dio,2017,1.7457155307266483
1566,Gampaha,4.25,48400,2023,Honda,Dio,2016,1.6582280766035324
1571,Galle,5.5,20000,2023,Honda,Dio,2018,1.8718021769015913
1575,Gampaha,4.95,16000,2023,Honda,Dio,2018,1.7833912195575383
1576,Matugama,3.92,63000,2023,Honda,Dio,2016,1.5933085305042167
1577,Gampaha,5.25,21000,2023,Honda,Dio,2018,1.8325814637483102
1578,Gampaha,4.25,47142,2023,Honda,Dio,2016,1.6582280766035324
1579,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1580,Gampaha,5.65,24000,2023,Honda,Dio,2020,1.8946168546677629
1582,Mawanella,4.15,42500,2023,Honda,Dio,2016,1.6389967146756448
1584,Malabe,4.0,34528,2023,Honda,Dio,2016,1.6094379124341003
1585,Kurunegala,4.1,39600,2023,Honda,Dio,2015,1.62924053973028
1586,Matara,4.95,1234,2023,Honda,Dio,2017,1.7833912195575383
1587,Mirigama,4.75,22100,2023,Honda,Dio,2018,1.749199854809259
1588,Colombo,3.75,47000,2023,Honda,Dio,2015,1.55814461804655
1589,Kurunegala,4.0,40000,2023,Honda,Dio,2015,1.6094379124341003
1591,Kurunegala,4.1,37500,2023,Honda,Dio,2015,1.62924053973028
1592,Gampaha,4.95,42300,2023,Honda,Dio,2018,1.7833912195575383
1593,Embilipitiya,3.95,29500,2023,Honda,Dio,2015,1.599387576580599
1595,Kurunegala,1.5,27000,2023,Honda,Dio,2019,0.9162907318741551
1596,Kurunegala,5.1,37800,2023,Honda,Dio,2018,1.8082887711792655
1597,Kurunegala,5.6,35600,2023,Honda,Dio,2019,1.8870696490323797
1600,Gampaha,4.0,40000,2023,Honda,Dio,2015,1.6094379124341003
1601,Gampaha,5.25,24000,2023,Honda,Dio,2019,1.8325814637483102
1603,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1604,Gampaha,4.1,45000,2023,Honda,Dio,2016,1.62924053973028
1605,Gampaha,4.95,25000,2023,Honda,Dio,2018,1.7833912195575383
1606,Colombo,5.7,26500,2023,Honda,Dio,2019,1.9021075263969205
1607,Gampaha,5.65,24000,2023,Honda,Dio,2019,1.8946168546677629
1608,Colombo,4.1,53600,2023,Honda,Dio,2016,1.62924053973028
1609,Avissawella,3.75,20000,2023,Honda,Dio,2015,1.55814461804655
1610,Avissawella,5.1,1,2023,Honda,Dio,2018,1.8082887711792655
1612,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1613,Anuradapura,5.35,21000,2023,Honda,Dio,2018,1.8484548129046001
1616,Colombo,4.45,35400,2023,Honda,Dio,2017,1.6956156086751528
1617,Gampaha,4.2,40200,2023,Honda,Dio,2016,1.6486586255873816
1619,Kurunegala,2.3,8000,2023,Honda,Dio,2012,1.1939224684724346
1622,Gampaha,2.96,48000,2023,Honda,Dio,2012,1.3762440252663892
1624,Panadura,4.0,36000,2023,Honda,Dio,2016,1.6094379124341003
1632,Chilaw,5.5,39000,2023,Honda,Dio,2020,1.8718021769015913
1637,Kalutara,4.4,31454,2023,Honda,Dio,2017,1.6863989535702288
1638,Kalutara,3.1,68,2023,Honda,Dio,2012,1.410986973710262
1641,Polonnaruwa,4.85,38000,2023,Honda,Dio,2017,1.766441661243765
1643,Kurunegala,4.05,31843,2023,Honda,Dio,2016,1.6193882432872684
1644,Moratuwa,3.99,65000,2023,Honda,Dio,2015,1.6074359097634274
1645,Kurunegala,5.1,37580,2023,Honda,Dio,2018,1.8082887711792655
1646,Gampaha,5.25,25000,2023,Honda,Dio,2019,1.8325814637483102
1651,Dompe,4.7,40000,2023,Honda,Dio,2018,1.7404661748405046
1652,Gampaha,5.9,40000,2023,Honda,Dio,2019,1.9315214116032138
1653,Embilipitiya,5.1,27000,2023,Honda,Dio,2018,1.8082887711792655
1655,Gampaha,5.25,21000,2023,Honda,Dio,2018,1.8325814637483102
1657,Minuwangoda,5.48,18000,2023,Honda,Dio,2020,1.8687205103641833
1660,Gampaha,5.65,24000,2023,Honda,Dio,2020,1.8946168546677629
1661,Minuwangoda,5.68,14000,2023,Honda,Dio,2020,1.8991179875485542
1664,Gampaha,4.1,48000,2023,Honda,Dio,2015,1.62924053973028
1665,Kurunegala,3.5,53000,2023,Honda,Dio,2013,1.5040773967762742
1667,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1668,Dehiwala-Mount-Lavinia,4.2,35000,2023,Honda,Dio,2016,1.6486586255873816
1669,Bandarawela,4.55,56,2023,Honda,Dio,2017,1.713797927758343
1670,Matara,5.55,24000,2023,Honda,Dio,2019,1.8794650496471605
1674,Matara,4.35,18000,2023,Honda,Dio,2016,1.6770965609079151
1676,Gampaha,4.1,48000,2023,Honda,Dio,2015,1.62924053973028
1678,Gampaha,4.2,40200,2023,Honda,Dio,2016,1.6486586255873816
1681,Gampaha,3.95,43000,2023,Honda,Dio,2015,1.599387576580599
1682,Gampaha,5.55,28455,2023,Honda,Dio,2019,1.8794650496471605
1683,Gampaha,5.1,31466,2023,Honda,Dio,2018,1.8082887711792655
1684,Kalutara,3.75,31777,2023,Honda,Dio,2016,1.55814461804655
1685,Galle,5.4,28000,2023,Honda,Dio,2019,1.8562979903656263
1686,Matara,4.3,17900,2023,Honda,Dio,2017,1.667706820558076
1687,Avissawella,4.78,29000,2023,Honda,Dio,2017,1.7544036826842861
1688,Eheliyagoda,3.8,52000,2023,Honda,Dio,2016,1.5686159179138452
1690,Kurunegala,2.6,26000,2023,Honda,Dio,2016,1.2809338454620642
1691,Gampaha,4.0,46000,2023,Honda,Dio,2015,1.6094379124341003
1692,Gampaha,4.1,48000,2023,Honda,Dio,2016,1.62924053973028
1694,Gampaha,5.65,25000,2023,Honda,Dio,2019,1.8946168546677629
1695,Gampaha,5.05,31000,2023,Honda,Dio,2018,1.80005827204275
1703,Gampaha,3.95,46000,2023,Honda,Dio,2015,1.599387576580599
1710,Kurunegala,3.95,27000,2023,Honda,Dio,2016,1.599387576580599
1712,Bandaragama,5.3,18000,2023,Honda,Dio,2019,1.840549633397487
1714,Kottawa,4.93,28800,2023,Honda,Dio,2018,1.780024213009634
1715,Kottawa,4.63,36000,2023,Honda,Dio,2017,1.728109442151599
1716,Colombo,4.1,25000,2023,Honda,Dio,2015,1.62924053973028
1719,Kurunegala,3.65,60570,2023,Honda,Dio,2014,1.536867219599265
1720,Ratnapura,4.1,32400,2023,Honda,Dio,2016,1.62924053973028
1722,Gampaha,4.95,16800,2023,Honda,Dio,2018,1.7833912195575383
1723,Piliyandala,1.75,32000,2023,Honda,Dio,2012,1.0116009116784799
1724,Gampaha,5.65,24000,2023,Honda,Dio,2019,1.8946168546677629
1725,Gampaha,3.95,40000,2023,Honda,Dio,2015,1.599387576580599
1726,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1727,Gampaha,5.55,28455,2023,Honda,Dio,2018,1.8794650496471605
1729,Welisara,4.2,22222,2023,Honda,Dio,2017,1.6486586255873816
1731,Ragama,4.85,19391,2023,Honda,Dio,2017,1.766441661243765
1735,Gampaha,4.95,16000,2023,Honda,Dio,2018,1.7833912195575383
1736,Gampaha,4.25,47000,2023,Honda,Dio,2016,1.6582280766035324
1737,Gampaha,4.1,35000,2023,Honda,Dio,2016,1.62924053973028
1738,Gampaha,3.95,35000,2023,Honda,Dio,2015,1.599387576580599
1743,Ja-Ela,4.2,1111,2023,Honda,Dio,2017,1.6486586255873816
1745,Gampaha,5.55,28455,2023,Honda,Dio,2018,1.8794650496471605
1746,Gampaha,5.65,25000,2023,Honda,Dio,2019,1.8946168546677629
1749,Negombo,4.2,22222,2023,Honda,Dio,2017,1.6486586255873816
1750,Gampaha,3.95,43000,2023,Honda,Dio,2015,1.599387576580599
1751,Gampaha,3.95,40000,2023,Honda,Dio,2015,1.599387576580599
1752,Gampaha,4.1,35000,2023,Honda,Dio,2017,1.62924053973028
1755,Kurunegala,4.0,38000,2023,Honda,Dio,2016,1.6094379124341003
1756,Kurunegala,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1757,Gampaha,3.65,50000,2023,Honda,Dio,2014,1.536867219599265
1758,Homagama,4.85,37000,2023,Honda,Dio,2018,1.766441661243765
1759,Matara,4.9,45,2023,Honda,Dio,2018,1.7749523509116738
1761,Pannipitiya,5.3,58000,2023,Honda,Dio,2018,1.840549633397487
1763,Kandy,3.78,27800,2023,Honda,Dio,2016,1.5644405465033644
1766,Ja-Ela,4.25,22222,2023,Honda,Dio,2017,1.6582280766035324
1767,Gampaha,4.95,16000,2023,Honda,Dio,2018,1.7833912195575383
1768,Piliyandala,3.3,42000,2023,Honda,Dio,2013,1.4586150226995167
1769,Piliyandala,5.2,30000,2023,Honda,Dio,2018,1.824549292051046
1770,Piliyandala,5.05,32000,2023,Honda,Dio,2017,1.80005827204275
1771,Gampaha,5.55,28455,2023,Honda,Dio,2018,1.8794650496471605
1774,Colombo,4.2,25000,2023,Honda,Dio,2017,1.6486586255873816
1776,Kandy,3.54,39428,2023,Honda,Dio,2013,1.5129270120532565
1778,Ja-Ela,4.35,1111,2023,Honda,Dio,2017,1.6770965609079151
1779,Matara,5.6,16000,2023,Honda,Dio,2019,1.8870696490323797
1780,Kurunegala,4.35,28563,2023,Honda,Dio,2017,1.6770965609079151
1781,Gampaha,5.55,28455,2023,Honda,Dio,2018,1.8794650496471605
1782,Wennappuwa,3.85,60000,2023,Honda,Dio,2015,1.5789787049493917
1783,Embilipitiya,4.48,41000,2023,Honda,Dio,2017,1.7011051009599243
1785,Hikkaduwa,5.35,36000,2023,Honda,Dio,2018,1.8484548129046001
1787,Malabe,4.0,34525,2023,Honda,Dio,2016,1.6094379124341003
1791,Gampaha,4.0,46000,2023,Honda,Dio,2016,1.6094379124341003
1792,Gampaha,5.1,28000,2023,Honda,Dio,2018,1.8082887711792655
1793,Gampaha,4.0,38000,2023,Honda,Dio,2015,1.6094379124341003
1794,Gampaha,5.55,28000,2023,Honda,Dio,2019,1.8794650496471605
1795,Negombo,5.25,4780,2023,Honda,Dio,2020,1.8325814637483102
1797,Chilaw,5.58,24000,2023,Honda,Dio,2020,1.884034745337226
1798,Chilaw,5.65,55555,2023,Honda,Dio,2018,1.8946168546677629
1801,Ja-Ela,4.3,70000,2023,Honda,Dio,2017,1.667706820558076
1802,Bandaragama,4.7,30000,2023,Honda,Dio,2016,1.7404661748405046
1806,Wennappuwa,5.65,39000,2023,Honda,Dio,2019,1.8946168546677629
1807,Ja-Ela,4.25,70000,2023,Honda,Dio,2017,1.6582280766035324
1809,Gampaha,5.55,24000,2023,Honda,Dio,2018,1.8794650496471605
1810,Gampaha,4.25,48000,2023,Honda,Dio,2016,1.6582280766035324
1811,Kurunegala,4.1,37800,2023,Honda,Dio,2015,1.62924053973028
1812,Kurunegala,5.1,41000,2023,Honda,Dio,2018,1.8082887711792655
1813,Gampaha,4.1,48000,2023,Honda,Dio,2016,1.62924053973028
1815,Gampaha,4.0,46700,2023,Honda,Dio,2015,1.6094379124341003
1816,Gampaha,3.95,46700,2023,Honda,Dio,2016,1.599387576580599
1817,Gampaha,5.1,28180,2023,Honda,Dio,2018,1.8082887711792655
1818,Gampaha,4.95,16800,2023,Honda,Dio,2018,1.7833912195575383
1819,Gampaha,5.55,25000,2023,Honda,Dio,2019,1.8794650496471605
1821,Kandy,4.3,50000,2023,Honda,Dio,2017,1.667706820558076
1824,Colombo,3.785,25300,2023,Honda,Dio,2015,1.5654860249049176
1825,Kurunegala,5.2,23000,2023,Honda,Dio,2019,1.824549292051046
1827,Matara,3.5,37500,2023,Honda,Dio,2013,1.5040773967762742
1829,Anuradapura,5.4,49000,2023,Honda,Dio,2019,1.8562979903656263
1831,Colombo,3.8,48000,2023,Honda,Dio,2015,1.5686159179138452
1832,Bandaragama,5.5,15425,2023,Honda,Dio,2017,1.8718021769015913
1834,Kegalle,4.35,37000,2023,Honda,Dio,2017,1.6770965609079151
1835,Kalutara,5.45,25100,2023,Honda,Dio,2019,1.864080130807681
1836,Kalmunai,6.2,19000,2023,Honda,Dio,2019,1.9740810260220096
1837,Gampaha,5.65,19000,2023,Honda,Dio,2019,1.8946168546677629
1839,Katunayake,4.1,39000,2023,Honda,Dio,2016,1.62924053973028
1843,Hikkaduwa,5.35,36758,2023,Honda,Dio,2018,1.8484548129046001
1844,Katunayake,5.6,28000,2023,Honda,Dio,2019,1.8870696490323797
1847,Ratnapura,4.7,26500,2023,Honda,Dio,2018,1.7404661748405046
1848,Piliyandala,5.85,24000,2023,Honda,Dio,2019,1.9242486522741338
1851,Kelaniya,4.795,42500,2023,Honda,Dio,2018,1.756995476791715
1854,Kurunegala,4.1,38500,2023,Honda,Dio,2015,1.62924053973028
1856,Ambalangoda,4.65,40000,2023,Honda,Dio,2017,1.7316555451583497
1858,Divulapitiya,3.65,79000,2023,Honda,Dio,2014,1.536867219599265
1861,Bandaragama,4.98,32852,2023,Honda,Dio,2018,1.7884205679625405
1862,Bandaragama,4.1,35500,2023,Honda,Dio,2016,1.62924053973028
1863,Katunayake,4.75,37263,2023,Honda,Dio,2017,1.749199854809259
1864,Katunayake,4.85,36169,2023,Honda,Dio,2017,1.766441661243765
1865,Katunayake,5.25,22556,2023,Honda,Dio,2019,1.8325814637483102
1866,Bandaragama,4.98,39680,2023,Honda,Dio,2018,1.7884205679625405
1867,Katunayake,5.85,7488,2023,Honda,Dio,2019,1.9242486522741338
1871,Ja-Ela,3.05,23000,2023,Honda,Dio,2012,1.3987168811184478
1872,Gampaha,3.95,46760,2023,Honda,Dio,2015,1.599387576580599
1873,Piliyandala,5.85,27000,2023,Honda,Dio,2019,1.9242486522741338
1875,Kurunegala,4.1,37800,2023,Honda,Dio,2015,1.62924053973028
1876,Piliyandala,5.2,28000,2023,Honda,Dio,2018,1.824549292051046
1877,Kalutara,5.45,12345,2023,Honda,Dio,2019,1.864080130807681
1879,Gampaha,3.95,45000,2023,Honda,Dio,2015,1.599387576580599
1880,Gampaha,4.75,35000,2023,Honda,Dio,2017,1.749199854809259
1881,Malabe,5.95,19632,2023,Honda,Dio,2020,1.9387416595767009
1883,Matara,4.2,36000,2023,Honda,Dio,2016,1.6486586255873816
1884,Ambalangoda,3.25,48000,2023,Honda,Dio,2012,1.4469189829363254
1885,Colombo,3.64,58085,2023,Honda,Dio,2014,1.534714366238164
1886,Kurunegala,4.8,36000,2023,Honda,Dio,2018,1.7578579175523736
1887,Balangoda,4.6,33,2023,Honda,Dio,2017,1.7227665977411035
1890,Ambalangoda,4.2,61917,2023,Honda,Dio,2016,1.6486586255873816
1891,Gampaha,4.15,48600,2023,Honda,Dio,2017,1.6389967146756448
1894,Anuradapura,5.45,27000,2023,Honda,Dio,2019,1.864080130807681
1895,Pannipitiya,5.45,58000,2023,Honda,Dio,2018,1.864080130807681
1896,Kaduwela,4.85,28000,2023,Honda,Dio,2017,1.766441661243765
1898,Dompe,3.3,1234,2023,Honda,Dio,2013,1.4586150226995167
1901,Piliyandala,5.25,28000,2023,Honda,Dio,2017,1.8325814637483102
1903,Negombo,3.55,29800,2023,Honda,Dio,2015,1.5151272329628591
1904,Kurunegala,4.75,37000,2023,Honda,Dio,2017,1.749199854809259
1905,Kurunegala,4.0,37800,2023,Honda,Dio,2015,1.6094379124341003
1906,Kurunegala,5.1,41500,2023,Honda,Dio,2018,1.8082887711792655
